Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.","When you add up the pros and cons for cryptocurrency, it's probably a good thing for society overall.","When evaluating an applicant's education, it is important is important to check whether the degree was awarded from a US institution.",Have you heard of any of the following online course providers?,,,,,Do you work in a STEM profession?,Which of these industries most closely matches your profession?,I consider myself religious,I consider myself Christian,Government regulation helps ensure businesses treat individuals more fairly.,Age,Gender,Household Income,Region,Device Type
6946706145,175020238,10/6/2018 14:06,10/6/2018 14:10,98.247.142.31,,,,,No,3,5,6,2,Strongly Disagree,3,,,,,,Yes,Education,Strongly Disagree,Strongly Disagree,Strongly Agree,,,,,
6946705997,175020238,10/6/2018 14:07,10/6/2018 14:09,157.46.97.91,,,,,Yes,7,9,8,9,8,9,,,,Pluralsight,,Yes,Education,8,9,7,,,,,
6946705931,175020215,10/6/2018 14:06,10/6/2018 14:08,,,,,35c6259d93e9b2f5449e96d418,No,Strongly Agree,Strongly Agree,Strongly Agree,3,5,5,,,,,,Unsure,Health,4,3,Strongly Agree,30-44,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
6946705912,175020215,10/6/2018 14:06,10/6/2018 14:08,,,,,3c227d33497ed7f0687a33a2c2,Yes,9,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,Unsure,Retail,Strongly Agree,Strongly Disagree,Strongly Agree,30-44,Female,"$10,000-$24,999",West North Central,Android Phone / Tablet
6946705864,175020215,10/6/2018 14:06,10/6/2018 14:08,,,,,68140d7009fe5d877a7b5e3db9,Unemployed,Strongly Agree,Strongly Agree,9,7,2,Strongly Agree,,,,,,No,Health,2,Strongly Agree,Strongly Agree,> 60,Male,"$100,000-$124,999",Pacific,MacOS Desktop / Laptop
6946705836,175020238,10/6/2018 14:06,10/6/2018 14:08,69.59.72.244,,,,,No,7,7,9,6,6,7,Udacity,,,,,No,Health,3,6,6,,,,,
6946705819,175020238,10/6/2018 14:06,10/6/2018 14:08,68.63.12.89,,,,,Yes,8,7,7,6,8,6,Udacity,Udemy,Coursera,,,Yes,Information Technology,Strongly Disagree,Strongly Disagree,4,,,,,
6946705792,175020238,10/6/2018 14:06,10/6/2018 14:08,173.2.201.11,,,,,No,Strongly Agree,7,9,8,8,7,Udacity,Udemy,Coursera,,,Yes,Information Technology,Strongly Disagree,Strongly Disagree,6,,,,,
6946705765,175020238,10/6/2018 14:06,10/6/2018 14:07,72.198.60.3,,,,,No,8,5,9,Strongly Agree,5,Strongly Agree,,Udemy,Coursera,,,No,Information Technology,Strongly Disagree,Strongly Disagree,8,,,,,
6946705750,175020238,10/6/2018 14:06,10/6/2018 14:07,108.211.159.34,,,,,Yes,Strongly Agree,8,4,8,6,4,,,Coursera,Pluralsight,Lynda.com,Yes,Information Technology,Strongly Disagree,Strongly Disagree,6,,,,,
6946705606,175020215,10/6/2018 14:05,10/6/2018 14:07,,,,,8f2a0268f19f114321b063a349,No,8,6,4,3,Strongly Disagree,7,,,,,,Unsure,Health,6,Strongly Agree,6,30-44,Female,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
6946705564,175020215,10/6/2018 14:05,10/6/2018 14:06,,,,,4e79a8d09085b21412d7278da0,No,7,2,5,4,6,9,,,,,,Unsure,Health,2,3,4,30-44,Female,Prefer not to answer,East North Central,Windows Desktop / Laptop
6946705259,175020215,10/6/2018 14:04,10/6/2018 14:05,,,,,9e9fc89b487026845b28dadca8,No,7,6,6,5,2,8,,,,,,No,"Finance, Investment, or Accounting",8,8,8,45-60,Female,"$150,000-$174,999",South Atlantic,Windows Desktop / Laptop
6946705155,175020215,10/6/2018 14:00,10/6/2018 14:04,,,,,0312b75f7197a0f32da73fbaea,Unemployed,5,9,9,6,5,2,,,Coursera,,,Unsure,Health,Strongly Disagree,Strongly Disagree,Strongly Disagree,> 60,Female,Prefer not to answer,New England,MacOS Desktop / Laptop
6946705116,175020215,10/6/2018 14:03,10/6/2018 14:04,,,,,176fc65a0484f50a2e0bc52083,No,Strongly Disagree,8,9,Strongly Disagree,Strongly Disagree,8,,,,,Lynda.com,No,Manufacturing,Strongly Agree,Strongly Agree,Strongly Disagree,30-44,Male,"$50,000-$74,999",West South Central,Android Phone / Tablet
6946705085,175020215,10/6/2018 14:03,10/6/2018 14:04,,,,,dfbe3f75733e11666414dbf99f,Unemployed,6,5,5,6,6,7,,,,,,No,Transportation,7,9,6,> 60,Female,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop
6946704839,175020215,10/6/2018 13:56,10/6/2018 14:02,,,,,f234a4e33b535c825d73cd6612,Unemployed,2,2,2,Strongly Disagree,Strongly Disagree,9,,,,,,No,Health,8,Strongly Agree,3,18-29,Female,"$0-$9,999",West South Central,iOS Phone / Tablet
6946704609,175020215,10/6/2018 13:59,10/6/2018 14:01,,,,,16b7578f1a9b47a4a77cc6fa18,No,8,6,2,2,Strongly Disagree,9,Udacity,,,,,No,Other,8,Strongly Agree,Strongly Disagree,30-44,Male,"$25,000-$49,999",East South Central,Android Phone / Tablet
6946704512,175020215,10/6/2018 13:59,10/6/2018 14:01,,,,,fa665e63de88d46c2aa0d04820,No,7,6,5,5,Strongly Disagree,5,,,,,,No,Education,6,5,5,> 60,Female,Prefer not to answer,Middle Atlantic,iOS Phone / Tablet
6946704308,175020215,10/6/2018 13:43,10/6/2018 14:00,,,,,4fd83e0a9e0ae01bd59edfc642,Unemployed,4,4,7,4,4,9,,,,,,No,Other,9,2,9,> 60,Female,"$25,000-$49,999",Pacific,MacOS Desktop / Laptop
6946703810,175020215,10/6/2018 13:55,10/6/2018 13:57,,,,,f3d83bf7b72c42e98232703941,Unemployed,5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,5,,,,,,Unsure,"Finance, Investment, or Accounting",5,5,5,> 60,Female,"$200,000+",South Atlantic,Windows Desktop / Laptop
6946703615,175020215,10/6/2018 13:54,10/6/2018 13:55,,,,,9023f0f8294a299b0f6a8506c3,No,6,6,5,2,Strongly Disagree,3,,,,,,Yes,Transportation,Strongly Disagree,Strongly Disagree,8,45-60,Male,Prefer not to answer,Pacific,Windows Desktop / Laptop
6946703592,175020215,10/6/2018 13:46,10/6/2018 13:55,,,,,4a226736ed38664141622ef630,Yes,5,2,4,Strongly Agree,5,3,,,Coursera,,,Yes,Other,Strongly Disagree,Strongly Disagree,7,30-44,Female,"$175,000-$199,999",Middle Atlantic,MacOS Desktop / Laptop
6946703035,175020215,10/6/2018 13:50,10/6/2018 13:52,,,,,04fb8b7f90739e1daae5ec15e5,No,6,7,4,2,2,3,,,Coursera,,Lynda.com,No,Law,Strongly Agree,Strongly Agree,7,18-29,Female,"$10,000-$24,999",East North Central,MacOS Desktop / Laptop
6946702630,175020215,10/6/2018 13:48,10/6/2018 13:50,,,,,3d517649f94dde657f5797a8b9,Yes,6,7,8,5,Strongly Disagree,5,,,,,,No,Other,7,7,5,> 60,Female,Prefer not to answer,South Atlantic,Windows Desktop / Laptop
6946702355,175020215,10/6/2018 13:46,10/6/2018 13:48,,,,,3318dbd9b9d3e2581f8500e159,No,5,8,8,7,Strongly Disagree,9,,,,,,No,Education,Strongly Disagree,Strongly Disagree,Strongly Disagree,45-60,Female,"$100,000-$124,999",Pacific,Android Phone / Tablet
6946702285,175020215,10/6/2018 13:45,10/6/2018 13:48,,,,,85ab61a768b9ceb4a52bffbc22,Unemployed,5,5,5,5,4,8,,,Coursera,,,No,Other,Strongly Disagree,3,7,30-44,Female,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop
6946702028,175020215,10/6/2018 13:44,10/6/2018 13:46,,,,,6f7b4bd1ee37d842aaf44d9d77,No,5,5,3,8,Strongly Disagree,5,,,,,,No,Retail,Strongly Disagree,5,Strongly Disagree,> 60,Male,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop
6946701845,175020215,10/6/2018 13:44,10/6/2018 13:46,,,,,7c6f913e99da2a0559206e5569,Yes,7,5,5,5,5,5,Udacity,,Coursera,,Lynda.com,Yes,Education,4,3,3,45-60,Male,"$125,000-$149,999",East North Central,iOS Phone / Tablet
6946701608,175020215,10/6/2018 13:43,10/6/2018 13:44,,,,,6a66fcb03eea893c2941cafdfd,No,4,3,Strongly Disagree,Strongly Disagree,Strongly Disagree,4,,,,,Lynda.com,No,Education,Strongly Disagree,Strongly Disagree,Strongly Agree,45-60,Female,"$25,000-$49,999",Pacific,MacOS Desktop / Laptop
6946701314,175020215,10/6/2018 13:42,10/6/2018 13:43,,,,,b3f7df98481f95d30a0e322e3d,Yes,Strongly Agree,8,Strongly Agree,6,Strongly Disagree,4,Udacity,Udemy,Coursera,Pluralsight,Lynda.com,Yes,Information Technology,2,2,6,,,,,
6946701157,175020215,10/6/2018 13:40,10/6/2018 13:42,,,,,0367463b784625f5a53b3d8c90,Unemployed,8,5,8,5,3,7,,,,,,No,Other,8,Strongly Agree,7,45-60,Female,Prefer not to answer,West South Central,Windows Desktop / Laptop
6946701156,175020215,10/6/2018 13:40,10/6/2018 13:42,,,,,d10d1545d4ed354282581dd38e,Unemployed,7,5,4,5,3,3,,,,,Lynda.com,No,Other,5,5,7,30-44,Female,"$50,000-$74,999",New England,Windows Desktop / Laptop
6946700922,175020215,10/6/2018 13:38,10/6/2018 13:40,,,,,92a07dc78d44d9a83cfdd1e781,No,5,3,3,2,2,6,,,,,,No,Other,5,7,2,> 60,Female,"$75,000-$99,999",Pacific,Windows Desktop / Laptop
6946700843,175020215,10/6/2018 13:37,10/6/2018 13:40,,,,,c8e037200001076f8bce89c648,Unemployed,8,6,4,6,Strongly Disagree,Strongly Agree,,,,,,Yes,Information Technology,3,Strongly Disagree,9,> 60,Male,"$100,000-$124,999",Pacific,Windows Desktop / Laptop
6946700530,175020215,10/6/2018 13:36,10/6/2018 13:38,,,,,7ce67ec42ac304de4ee0030234,Yes,7,7,8,7,5,4,,,,,,No,Retail,9,9,4,45-60,Female,"$100,000-$124,999",West North Central,MacOS Desktop / Laptop
6946700164,175020215,10/6/2018 13:34,10/6/2018 13:36,,,,,03b7386c3ba7270b11bfa5f263,No,Strongly Agree,Strongly Agree,Strongly Agree,5,Strongly Disagree,Strongly Disagree,Udacity,Udemy,,,,No,Military,Strongly Agree,Strongly Disagree,Strongly Agree,18-29,Female,"$10,000-$24,999",South Atlantic,Windows Desktop / Laptop
6946699987,175020215,10/6/2018 13:35,10/6/2018 13:36,,,,,6737364622faac35d6e152a6b7,Unemployed,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,Udemy,,,,No,Other,Strongly Agree,Strongly Agree,7,18-29,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
6946699920,175020215,10/6/2018 13:33,10/6/2018 13:35,,,,,6e8befe5c690a16f229e0c3f4d,Yes,Strongly Disagree,Strongly Disagree,8,7,3,2,,,,,Lynda.com,Yes,Health,Strongly Disagree,6,Strongly Disagree,45-60,Female,"$75,000-$99,999",South Atlantic,Windows Desktop / Laptop
6946699919,175020215,10/6/2018 13:34,10/6/2018 13:35,,,,,8c39e083d60954f72faac9eb36,Yes,8,6,3,4,2,4,,,,,Lynda.com,No,Education,2,2,7,30-44,Male,Prefer not to answer,West North Central,Windows Desktop / Laptop
6720657548,170687470,2/26/2018 18:12,2/26/2018 18:15,68.98.182.234,,,,,Yes,7,4,7,,5,Strongly Disagree,Udacity,,Coursera,,,Yes,"Finance, Investment, or Accounting",,,,,,,,
6720613306,170687470,2/26/2018 17:52,2/26/2018 17:54,66.87.68.177,,,,,No,3,2,6,,Strongly Disagree,Strongly Agree,,Udemy,Coursera,,Lynda.com,Yes,Information Technology,,,,,,,,
6720529370,170687470,2/26/2018 17:13,2/26/2018 17:15,174.205.19.11,,,,,Yes,Strongly Agree,6,8,,8,5,Udacity,Udemy,,,,No,Education,,,,,,,,
6720497050,170687470,2/26/2018 16:58,2/26/2018 17:01,173.79.77.92,,,,,No,9,Strongly Agree,Strongly Agree,,Strongly Disagree,9,,,,,,No,Education,,,,,,,,
6720489615,170687470,2/26/2018 16:15,2/26/2018 16:58,99.203.22.172,,,,,Yes,Strongly Agree,3,Strongly Disagree,,Strongly Disagree,8,,,,,,No,Law,,,,,,,,
6720327480,170687470,2/26/2018 15:51,2/26/2018 15:53,162.251.9.115,,,,,Yes,2,Strongly Agree,4,,7,2,,,,,,Unsure,Other,,,,,,,,
6720205251,170687470,2/26/2018 15:05,2/26/2018 15:08,73.9.174.127,,,,,No,7,5,2,,9,7,,,,,,No,Retail,,,,,,,,
6720126748,170687470,2/26/2018 14:37,2/26/2018 14:39,172.58.109.108,,,,,No,Strongly Agree,7,7,,8,8,Udacity,Udemy,Coursera,,Lynda.com,Yes,Information Technology,,,,,,,,
6719974892,170687470,2/26/2018 13:44,2/26/2018 13:45,47.221.154.33,,,,,No,Strongly Agree,8,Strongly Agree,,8,6,,Udemy,Coursera,,,No,Health,,,,,,,,
6719922865,170687470,2/26/2018 13:25,2/26/2018 13:26,71.197.216.225,,,,,Unemployed,2,2,3,,2,6,Udacity,Udemy,Coursera,,,No,Other,,,,,,,,
6719892204,170687470,2/26/2018 13:14,2/26/2018 13:15,70.125.138.98,,,,,Yes,8,7,6,,6,4,,,Coursera,,,Yes,Other,,,,,,,,
6719838381,170687470,2/26/2018 12:13,2/26/2018 12:55,67.23.103.195,,,,,Yes,7,6,9,,8,3,Udacity,,Coursera,,Lynda.com,No,Other,,,,,,,,
6719821473,170687470,2/26/2018 12:47,2/26/2018 12:49,208.250.53.98,,,,,Yes,Strongly Agree,Strongly Disagree,Strongly Agree,,Strongly Disagree,7,Udacity,Udemy,Coursera,,Lynda.com,Yes,Information Technology,,,,,,,,
6719775433,170687470,2/26/2018 12:30,2/26/2018 12:33,66.87.133.237,,,,,Yes,Strongly Agree,5,Strongly Agree,,7,8,,,,,,No,Other,,,,,,,,
6719691071,170687470,2/26/2018 12:01,2/26/2018 12:03,76.30.247.174,,,,,No,3,Strongly Disagree,7,,5,6,Udacity,Udemy,Coursera,,,Unsure,Energy,,,,,,,,
6719651234,170687470,2/26/2018 11:48,2/26/2018 11:50,207.166.54.97,,,,,Yes,6,5,4,,4,6,Udacity,Udemy,Coursera,,,Yes,Education,,,,,,,,
6719648453,170687470,2/26/2018 11:47,2/26/2018 11:49,24.175.253.210,,,,,Yes,Strongly Agree,7,7,,5,3,,,,,,No,Retail,,,,,,,,
6719571859,170687470,2/26/2018 11:21,2/26/2018 11:23,65.222.254.74,,,,,No,9,Strongly Agree,Strongly Agree,,8,6,,,Coursera,Pluralsight,Lynda.com,Yes,Information Technology,,,,,,,,
6719546530,170687470,2/26/2018 11:12,2/26/2018 11:14,129.111.20.113,,,,,No,6,4,Strongly Disagree,,3,4,,,,,Lynda.com,Yes,Health,,,,,,,,
6719508752,170687470,2/26/2018 10:58,2/26/2018 11:02,107.77.220.51,,,,,No,Strongly Disagree,Strongly Disagree,7,,5,Strongly Agree,,,Coursera,,,Yes,"Finance, Investment, or Accounting",,,,,,,,
6719422721,170687470,2/26/2018 9:21,2/26/2018 10:33,173.10.128.90,,,,,Yes,6,7,8,,8,7,Udacity,Udemy,Coursera,,Lynda.com,Yes,Other,,,,,,,,
6719371228,170687470,2/26/2018 10:14,2/26/2018 10:15,24.20.99.72,,,,,Yes,Strongly Disagree,3,9,,4,5,,,,,,No,Information Technology,,,,,,,,
6719364384,170687470,2/26/2018 10:12,2/26/2018 10:13,99.129.99.224,,,,,No,3,Strongly Disagree,Strongly Agree,,5,Strongly Disagree,,,,,Lynda.com,No,Other,,,,,,,,
6719361093,170687470,2/26/2018 10:11,2/26/2018 10:12,208.72.230.195,,,,,No,8,5,5,,5,6,,,Coursera,,,Yes,Agriculture,,,,,,,,
6719340470,170687470,2/26/2018 10:03,2/26/2018 10:05,173.73.149.215,,,,,No,Strongly Agree,8,Strongly Agree,,Strongly Agree,7,Udacity,Udemy,Coursera,,,No,Education,,,,,,,,
6719323425,170687470,2/26/2018 9:57,2/26/2018 9:59,192.34.232.184,,,,,No,8,3,Strongly Disagree,,6,Strongly Disagree,Udacity,,Coursera,,Lynda.com,No,Education,,,,,,,,
6719302772,170687470,2/26/2018 9:51,2/26/2018 9:52,173.73.149.215,,,,,Yes,Strongly Agree,Strongly Agree,Strongly Agree,,5,4,Udacity,Udemy,Coursera,Pluralsight,Lynda.com,Yes,Other,,,,,,,,
6719292207,170687470,2/26/2018 9:47,2/26/2018 9:48,96.255.106.199,,,,,Yes,8,6,8,,8,8,Udacity,,,,,Unsure,Other,,,,,,,,
6719254212,170687470,2/26/2018 9:33,2/26/2018 9:34,155.246.169.19,,,,,Yes,Strongly Agree,7,Strongly Agree,,Strongly Agree,5,Udacity,,Coursera,,,Yes,Information Technology,,,,,,,,
6719239394,170687470,2/26/2018 9:27,2/26/2018 9:29,208.250.53.98,,,,,Yes,7,7,8,,3,7,,,,,Lynda.com,Yes,Information Technology,,,,,,,,
6719229479,170687470,2/26/2018 9:23,2/26/2018 9:25,35.128.28.60,,,,,Yes,7,7,Strongly Agree,,6,4,Udacity,Udemy,Coursera,Pluralsight,Lynda.com,Unsure,Education,,,,,,,,
6719101595,170687470,2/26/2018 8:30,2/26/2018 8:32,75.9.149.89,,,,,No,9,3,Strongly Agree,,5,4,,,Coursera,,,No,"Finance, Investment, or Accounting",,,,,,,,
6719087984,170687470,2/26/2018 8:24,2/26/2018 8:25,209.133.126.155,,,,,Yes,6,3,8,,Strongly Disagree,7,Udacity,Udemy,Coursera,,,No,Other,,,,,,,,
6719087677,170687521,2/26/2018 8:24,2/26/2018 8:25,,,,,5658c5803fe6e22d7f56165113,No,8,5,7,,Strongly Disagree,7,,,,,,Yes,Health,,,,> 60,Male,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop
6719068278,170687521,2/26/2018 8:14,2/26/2018 8:15,,,,,770ebae429e5870dfd46e21480,No,Strongly Agree,7,5,,3,5,,,,,,No,Information Technology,,,,> 60,Male,"$200,000+",South Atlantic,Windows Desktop / Laptop
6719059411,170687470,2/26/2018 8:09,2/26/2018 8:11,99.203.17.168,,,,,No,8,7,Strongly Agree,,5,3,,Udemy,Coursera,Pluralsight,Lynda.com,Yes,Information Technology,,,,,,,,
6719058901,170687521,2/26/2018 8:09,2/26/2018 8:11,,,,,78a32fb15ae84cd12b52862bf5,No,6,7,9,,5,8,,,Coursera,,,No,Health,,,,45-60,Male,"$25,000-$49,999",East North Central,Windows Desktop / Laptop
6719057801,170687521,2/26/2018 8:08,2/26/2018 8:10,,,,,e570e673bb5234e101ef8a3bbd,Yes,7,3,9,,Strongly Disagree,Strongly Agree,Udacity,,,,,No,Health,,,,45-60,Male,Prefer not to answer,East North Central,Windows Desktop / Laptop
6719046781,170687521,2/26/2018 8:03,2/26/2018 8:04,,,,,3a1f8e7475fbd401a02de0d019,No,5,7,5,,Strongly Disagree,4,,,,,,No,Other,,,,> 60,Male,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop
6719046350,170687470,2/26/2018 8:02,2/26/2018 8:04,173.79.156.183,,,,,No,7,6,Strongly Agree,,6,2,Udacity,Udemy,,,,No,Transportation,,,,,,,,
6719044914,170687521,2/26/2018 8:02,2/26/2018 8:03,,,,,3162733dac55f5e094c0716bf7,No,2,4,6,,Strongly Disagree,Strongly Agree,,,,,,No,Law,,,,> 60,Male,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
6719042709,170687521,2/26/2018 8:01,2/26/2018 8:02,,,,,853c7b2cd0dcbda03631ea8c1c,Unemployed,9,5,9,,5,5,,,,,,No,Other,,,,> 60,Male,"$25,000-$49,999",Pacific,MacOS Desktop / Laptop
6719038009,170687521,2/26/2018 7:58,2/26/2018 8:00,,,,,7a86293505830a6d920c0928b6,No,8,8,6,,3,4,,Udemy,,,,No,Information Technology,,,,> 60,Male,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop
6719023863,170687521,2/26/2018 7:50,2/26/2018 7:51,,,,,5c9860e2aab2ebf2ebd8e3bf2e,No,Strongly Agree,Strongly Agree,5,,3,9,,,,,,Unsure,Other,,,,45-60,Male,"$75,000-$99,999",West South Central,Windows Desktop / Laptop
6719021932,170687521,2/26/2018 7:49,2/26/2018 7:50,,,,,9c587cb53549fc6cc06a84a909,Yes,7,6,8,,7,5,,,,,,Unsure,Health,,,,45-60,Male,"$100,000-$124,999",Middle Atlantic,Android Phone / Tablet
6719021756,170687521,2/26/2018 7:48,2/26/2018 7:50,,,,,38aec4e8cca91243d9a6761cca,Yes,3,3,7,,3,8,,,,,,No,Other,,,,45-60,Male,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
6719017557,170687521,2/26/2018 7:47,2/26/2018 7:48,,,,,0fd0e4eb810ac10d48dff9ac1e,No,7,7,Strongly Agree,,7,8,,,,,,Unsure,Education,,,,> 60,Male,"$150,000-$174,999",South Atlantic,Android Phone / Tablet
6719015764,170687521,2/26/2018 7:46,2/26/2018 7:47,,,,,94c5a501be1ae4505664872d00,Unemployed,5,3,8,,3,6,,,Coursera,,,No,Other,,,,> 60,Male,"$25,000-$49,999",New England,Windows Desktop / Laptop
6719014236,170687521,2/26/2018 7:44,2/26/2018 7:46,,,,,a4de5b427f61c425e45d267fb9,Yes,7,7,9,,2,Strongly Agree,Udacity,,,,Lynda.com,Unsure,Information Technology,,,,45-60,Male,"$100,000-$124,999",East North Central,Windows Desktop / Laptop
6719005294,170687521,2/26/2018 7:40,2/26/2018 7:41,,,,,5c1849560e9102e5847959f624,Yes,9,Strongly Agree,6,,9,7,,,,,Lynda.com,Yes,Information Technology,,,,45-60,Male,"$125,000-$149,999",West North Central,MacOS Desktop / Laptop
6718999470,170687521,2/26/2018 7:35,2/26/2018 7:38,,,,,70fede6cc1ff6d805cf19e1559,Unemployed,8,8,8,,3,3,,,,,,No,Military,,,,> 60,Male,"$50,000-$74,999",South Atlantic,Windows Desktop / Laptop
6718992270,170687521,2/26/2018 7:31,2/26/2018 7:33,,,,,9d657bf062662e4ae5ec4782a2,Yes,7,8,6,,7,8,,Udemy,,,,No,Other,,,,45-60,Male,"$50,000-$74,999",New England,Windows Desktop / Laptop
6718976681,170687521,2/26/2018 7:20,2/26/2018 7:23,,,,,f6c8ce38d440acf4590897e339,Unemployed,5,5,2,,2,5,,,,,,No,Education,,,,> 60,Male,"$100,000-$124,999",West North Central,MacOS Desktop / Laptop
6718974860,170687521,2/26/2018 7:20,2/26/2018 7:22,,,,,9a5ec900b2d3b7bb2e1814a330,No,Strongly Disagree,6,8,,4,Strongly Agree,,,,,,No,Transportation,,,,45-60,Male,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
6718971816,170687521,2/26/2018 7:18,2/26/2018 7:20,,,,,346b8dc6016b9879a6e2cc0f76,Yes,2,Strongly Disagree,Strongly Disagree,,Strongly Disagree,Strongly Agree,,,,,,Unsure,Manufacturing,,,,> 60,Male,"$125,000-$149,999",Middle Atlantic,Windows Desktop / Laptop
6718965895,170687521,2/26/2018 7:15,2/26/2018 7:17,,,,,650703a7b654c929e8224ac98b,Unemployed,Strongly Agree,Strongly Agree,Strongly Agree,,6,6,,,,,,Unsure,"Finance, Investment, or Accounting",,,,> 60,Male,"$75,000-$99,999",Middle Atlantic,MacOS Desktop / Laptop
6718959059,170687521,2/26/2018 7:10,2/26/2018 7:12,,,,,9561f4a0da5659b83f11e4385d,No,8,7,7,,5,7,,,,,,No,"Finance, Investment, or Accounting",,,,45-60,Male,"$50,000-$74,999",East North Central,Windows Desktop / Laptop
6718954218,170687521,2/26/2018 7:08,2/26/2018 7:09,,,,,dd4d500235fe29d3716be8e05e,Yes,8,7,7,,2,5,,,,,,No,"Finance, Investment, or Accounting",,,,45-60,Male,"$200,000+",South Atlantic,Android Phone / Tablet
6718949536,170687521,2/26/2018 7:05,2/26/2018 7:06,,,,,93b6caebeba866d0bc30b1a4f8,No,9,Strongly Agree,8,,2,6,Udacity,,,,,Yes,Transportation,,,,> 60,Male,"$75,000-$99,999",West South Central,Windows Desktop / Laptop
6718947343,170687521,2/26/2018 7:03,2/26/2018 7:05,,,,,2ba3631daf49269646498b1a09,Yes,7,6,6,,4,8,,,,,,No,Retail,,,,> 60,Male,"$50,000-$74,999",Middle Atlantic,Windows Desktop / Laptop
6718910886,170687521,2/26/2018 6:39,2/26/2018 6:41,,,,,a708044c360200abe682ef0236,No,7,6,2,,5,5,,,,,Lynda.com,No,Other,,,,45-60,Male,"$100,000-$124,999",New England,Android Phone / Tablet
6718908243,170687521,2/26/2018 6:38,2/26/2018 6:39,,,,,c78200dcca9718c49ed2b95664,No,9,9,7,,Strongly Disagree,8,,,,,,Yes,Information Technology,,,,> 60,Male,"$125,000-$149,999",South Atlantic,Windows Desktop / Laptop
6718907429,170687521,2/26/2018 6:37,2/26/2018 6:39,,,,,6e806ba7a6df3802e68f6889ae,No,7,5,5,,Strongly Agree,6,Udacity,,,,,No,Manufacturing,,,,45-60,Male,"$25,000-$49,999",East North Central,Windows Desktop / Laptop
6718894689,170687521,2/26/2018 6:28,2/26/2018 6:30,,,,,13e42d92e17b61a2cf6ff258e1,No,5,7,4,,Strongly Disagree,7,,,,,,Yes,Other,,,,> 60,Male,"$150,000-$174,999",South Atlantic,Windows Desktop / Laptop
6718885834,170687521,2/26/2018 6:22,2/26/2018 6:24,,,,,bc27a1b7a4b350195a8715dad4,No,4,Strongly Agree,7,,6,Strongly Agree,,,,,,No,"Finance, Investment, or Accounting",,,,> 60,Male,"$125,000-$149,999",South Atlantic,Windows Desktop / Laptop
6718880227,170687521,2/26/2018 6:18,2/26/2018 6:20,,,,,c707d18f1f705ba06fae2055c4,Unemployed,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,,,,,,No,Military,,,,45-60,Male,"$0-$9,999",South Atlantic,Android Phone / Tablet
6718809892,170687521,2/26/2018 5:29,2/26/2018 5:30,,,,,acb577272ab25b8d3ee287e020,Yes,4,8,7,,2,3,,,,,,No,Transportation,,,,> 60,Male,"$100,000-$124,999",New England,Windows Desktop / Laptop
6718800603,170687521,2/26/2018 5:21,2/26/2018 5:23,,,,,8e4805f198afe833336384db6b,Unemployed,6,9,Strongly Agree,,Strongly Disagree,6,,,,,,Unsure,Other,,,,> 60,Male,"$0-$9,999",West South Central,iOS Phone / Tablet
6718791789,170687470,2/26/2018 5:16,2/26/2018 5:17,69.250.248.180,,,,,No,3,8,9,,8,3,,Udemy,Coursera,,Lynda.com,Yes,Information Technology,,,,,,,,
6718784115,170687521,2/26/2018 5:06,2/26/2018 5:12,,,,,6d003ad391a1aa6f9eee96e3cf,Yes,8,8,7,,5,8,Udacity,,,,Lynda.com,No,Health,,,,> 60,Male,"$10,000-$24,999",Pacific,Android Phone / Tablet
6718740977,170687521,2/26/2018 4:40,2/26/2018 4:42,,,,,d73b67f37dcd137997c91a8416,No,6,5,6,,4,6,,,,,Lynda.com,No,Other,,,,18-29,Male,Prefer not to answer,East South Central,Android Phone / Tablet
6718699683,170687521,2/26/2018 4:12,2/26/2018 4:13,,,,,01728a23051bb7e90efbc2e01f,No,8,6,7,,5,7,,,,,,Unsure,Health,,,,45-60,Male,"$50,000-$74,999",Mountain,Windows Desktop / Laptop
